time,type,player_name,pop_per_turn
2023-03-21 18:36:31.893753,trader,Cooperator,[1, 1, 0]
2023-03-21 18:36:31.893762,trader,CoastClear,[1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 5, 6, 6, 6, 6, 6, 6]
2023-03-21 18:36:31.893770,trader,Careful,[1, 1, 1, 2, 2, 3, 4, 3, 3, 2, 1, 1, 0]
2023-03-21 18:36:31.893776,trader,Random: 0.8,[1, 1, 1, 1, 1, 0]
2023-03-21 18:36:31.893780,trader,NceBitten: 5,[1, 1, 2, 1, 1, 1, 1, 1, 0]
2023-03-21 18:36:31.893785,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:36:31.893790,regulator,SuspiciousForgiving,[1, 1, 0]
2023-03-21 18:36:31.893793,regulator,SuspiciousGrudge,[1, 0]
2023-03-21 18:36:31.893796,regulator,Random: 0.2,[1, 1, 1, 1, 1, 0]
2023-03-21 18:36:31.893800,regulator,Grudge,[1, 2, 3, 3, 3, 4, 4, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 3]
2023-03-21 18:36:31.893807,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 2]
2023-03-21 18:45:48.112889,trader,Cooperator,[1, 1, 1, 1, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6]
2023-03-21 18:45:48.112902,trader,CoastClear,[1, 2, 1, 0]
2023-03-21 18:45:48.112906,trader,Careful,[1, 0]
2023-03-21 18:45:48.112909,trader,Random: 0.8,[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:45:48.112915,trader,NceBitten: 5,[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:45:48.112923,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:45:48.112928,regulator,SuspiciousForgiving,[1, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 18:45:48.112935,regulator,SuspiciousGrudge,[1, 1, 1, 0]
2023-03-21 18:45:48.112939,regulator,Random: 0.2,[1, 0]
2023-03-21 18:45:48.112942,regulator,Grudge,[1, 1, 1, 1, 1, 0]
2023-03-21 18:45:48.112946,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:59:39.669783,trader,Cooperator,[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 5]
2023-03-21 18:59:39.669796,trader,CoastClear,[1, 1, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 1]
2023-03-21 18:59:39.669806,trader,Careful,[1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:59:39.669813,trader,Random: 0.8,[1, 1, 0]
2023-03-21 18:59:39.669817,trader,NceBitten: 5,[1, 0]
2023-03-21 18:59:39.669820,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:59:39.669827,regulator,SuspiciousForgiving,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 18:59:39.669831,regulator,SuspiciousGrudge,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 18:59:39.669840,regulator,Random: 0.2,[1, 1, 0]
2023-03-21 18:59:39.669843,regulator,Grudge,[1, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 2, 1, 0]
2023-03-21 18:59:39.669851,regulator,BudgetStretcher,[1, 0]
2023-03-21 19:09:02.612292,trader,Cooperator,[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
2023-03-21 19:09:02.612303,trader,CoastClear,[1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:09:02.612308,trader,Careful,[1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:09:02.612313,trader,Random: 0.8,[1, 2, 2, 2, 2, 3, 3, 4, 5, 5, 5, 5, 5]
2023-03-21 19:09:02.612319,trader,NceBitten: 5,[1, 0]
2023-03-21 19:09:02.612322,trader,Tit For 2 Tats,[1, 1, 0]
2023-03-21 19:09:02.612325,regulator,SuspiciousForgiving,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:09:02.612330,regulator,SuspiciousGrudge,[1, 2, 3, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 19:09:02.612336,regulator,Random: 0.2,[1, 1, 0]
2023-03-21 19:09:02.612339,regulator,Grudge,[1, 0]
2023-03-21 19:09:02.612342,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:15:47.269801,trader,Cooperator,[1, 2, 3, 3, 2, 2, 2, 2, 1, 2, 3]
2023-03-21 19:15:47.269812,trader,CoastClear,[1, 0]
2023-03-21 19:15:47.269815,trader,Careful,[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]
2023-03-21 19:15:47.269821,trader,Random: 0.8,[1, 1, 1, 1, 2, 2, 2, 3, 3, 2, 1]
2023-03-21 19:15:47.269826,trader,NceBitten: 5,[1, 1, 0]
2023-03-21 19:15:47.269830,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:15:47.269834,regulator,SuspiciousForgiving,[1, 0]
2023-03-21 19:15:47.269837,regulator,SuspiciousGrudge,[1, 1, 1, 1, 0]
2023-03-21 19:15:47.269841,regulator,Random: 0.2,[1, 1, 1, 1, 1, 0]
2023-03-21 19:15:47.269845,regulator,Grudge,[1, 2, 3, 3, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 19:15:47.269850,regulator,BudgetStretcher,[1, 1, 0]
2023-03-21 19:25:59.436906,trader,Cooperator,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:25:59.436915,trader,CoastClear,[1, 0]
2023-03-21 19:25:59.436918,trader,Careful,[1, 1, 1, 0]
2023-03-21 19:25:59.436922,trader,Random: 0.8,[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 0]
2023-03-21 19:25:59.436947,trader,NceBitten: 5,[1, 2, 2, 3, 2, 2, 3, 3, 3, 3, 3, 4, 5, 5, 6]
2023-03-21 19:25:59.436966,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:25:59.436970,regulator,SuspiciousForgiving,[1, 2, 2, 2, 2, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 19:25:59.436976,regulator,SuspiciousGrudge,[1, 1, 0]
2023-03-21 19:25:59.436979,regulator,Random: 0.2,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:25:59.436983,regulator,Grudge,[1, 1, 2, 2, 2, 1, 1, 1, 1, 0]
2023-03-21 19:25:59.436988,regulator,BudgetStretcher,[1, 0]
2023-03-21 19:36:13.033380,trader,Cooperator,[1, 1, 1, 1, 0]
2023-03-21 19:36:13.033390,trader,CoastClear,[1, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
2023-03-21 19:36:13.033399,trader,Careful,[1, 0]
2023-03-21 19:36:13.033402,trader,Random: 0.8,[1, 1, 0]
2023-03-21 19:36:13.033406,trader,NceBitten: 5,[1, 1, 1, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5]
2023-03-21 19:36:13.033413,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 0]
2023-03-21 19:36:13.033418,regulator,SuspiciousForgiving,[1, 1, 0]
2023-03-21 19:36:13.033422,regulator,SuspiciousGrudge,[1, 1, 2, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 19:36:13.033430,regulator,Random: 0.2,[1, 1, 1, 1, 1, 0]
2023-03-21 19:36:13.033434,regulator,Grudge,[1, 1, 1, 0]
2023-03-21 19:36:13.033439,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:43:00.361355,trader,Cooperator,[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]
2023-03-21 19:43:00.361366,trader,CoastClear,[1, 2, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4]
2023-03-21 19:43:00.361372,trader,Careful,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:43:00.361377,trader,Random: 0.8,[1, 1, 0]
2023-03-21 19:43:00.361380,trader,NceBitten: 5,[1, 0]
2023-03-21 19:43:00.361382,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:43:00.361388,regulator,SuspiciousForgiving,[1, 1, 0]
2023-03-21 19:43:00.361391,regulator,SuspiciousGrudge,[1, 1, 1, 0]
2023-03-21 19:43:00.361395,regulator,Random: 0.2,[1, 0]
2023-03-21 19:43:00.361397,regulator,Grudge,[1, 2, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 19:43:00.361403,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:53:02.097861,trader,Cooperator,[1, 1, 1, 0]
2023-03-21 19:53:02.097870,trader,CoastClear,[1, 1, 1, 1, 1, 2, 1, 2, 3, 3, 4, 4, 4, 4, 4]
2023-03-21 19:53:02.097878,trader,Careful,[1, 2, 3, 4, 4, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2]
2023-03-21 19:53:02.097886,trader,Random: 0.8,[1, 1, 0]
2023-03-21 19:53:02.097890,trader,NceBitten: 5,[1, 0]
2023-03-21 19:53:02.097893,trader,Tit For 2 Tats,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:53:02.097899,regulator,SuspiciousForgiving,[1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 19:53:02.097905,regulator,SuspiciousGrudge,[1, 2, 2, 1, 1, 1, 0]
2023-03-21 19:53:02.097910,regulator,Random: 0.2,[1, 0]
2023-03-21 19:53:02.097913,regulator,Grudge,[1, 1, 1, 2, 2, 2, 2, 3, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 19:53:02.097920,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 2, 1, 1, 0]
2023-03-21 20:02:23.256618,trader,Cooperator,[1, 1, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1]
2023-03-21 20:02:23.256631,trader,CoastClear,[1, 1, 1, 0]
2023-03-21 20:02:23.256636,trader,Careful,[1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 20:02:23.256642,trader,Random: 0.8,[1, 0]
2023-03-21 20:02:23.256645,trader,NceBitten: 5,[1, 2, 2, 3, 2, 2, 3, 4, 4, 4, 4, 4, 5, 5, 5]
2023-03-21 20:02:23.256653,trader,Tit For 2 Tats,[1, 1, 0]
2023-03-21 20:02:23.256656,regulator,SuspiciousForgiving,[1, 1, 1, 1, 2, 2, 3, 4, 4, 5, 5, 5, 5, 5, 5]
2023-03-21 20:02:23.256664,regulator,SuspiciousGrudge,[1, 1, 1, 1, 1, 1, 0]
2023-03-21 20:02:23.256669,regulator,Random: 0.2,[1, 1, 1, 0]
2023-03-21 20:02:23.256674,regulator,Grudge,[1, 1, 1, 2, 1, 1, 1, 0]
2023-03-21 20:02:23.256680,regulator,BudgetStretcher,[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
2023-03-21 20:14:44.020314,trader,Cooperator,[1, 1, 1, 1, 0]
2023-03-21 20:14:44.020322,trader,CoastClear,[1, 2, 1, 1, 1, 1, 1, 0]
